Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN023;FN024
"Alpestre";7533;2075;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2075;NA;905580.34;905580.34;NA;900770.28;34612.22;NA
"Alpestre";7433;2047;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";2047;NA;956942.56;956942.56;NA;968611.46;13240.93;NA
"Alpestre";6458;1779;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1779;NA;1001325.14;1001325.14;NA;1019608.35;12525.54;NA
"Alpestre";6258;1724;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1724;NA;1059216.4;1059216.4;NA;1077121.09;6448.52;NA
"Alpestre";6067;1671;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1671;NA;1155566.65;1155566.65;NA;1190637.97;10944.76;NA
"Alto Alegre";2055;666;1998;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alto Alegre";2047;664;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alto Alegre";2137;719;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alto Alegre";2135;718;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alto Alegre";2137;719;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alto Alegre";2136;719;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alto Alegre";2136;719;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alto Alegre";2136;719;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Alto Alegre";2136;719;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";663;NA;112591.03;112591.03;NA;119848.44;5043.95;NA
"Alto Alegre";1940;733;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";681;NA;119329.4;119329.4;NA;119437.9;371.73;NA
"Alto Alegre";1965;742;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";690;NA;130116.34;130116.34;NA;132515.36;NA;NA
"Alto Alegre";1945;735;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";699;NA;141755.14;141755.14;NA;NA;727.18;NA
"Alto Alegre";1848;743;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";628;NA;145289.55;145289.55;NA;148913.83;NA;NA
"Alto Alegre";1826;734;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";764;NA;162274.72;162274.72;NA;180478.64;NA;NA
"Alto Alegre";1805;726;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";699;NA;178970.77;178970.77;NA;184068.4;NA;NA
"Alto Alegre";1856;746;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";704;NA;186776.27;186776.27;NA;190898.86;783.89;NA
"Alto Alegre";1841;740;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";723;NA;217770.85;217770.85;NA;215907.88;1846.49;NA
"Alto Alegre";1828;735;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";754;NA;233756.34;233756.34;NA;234615.91;NA;NA
"Alto Alegre";1815;730;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";730;NA;274550.47;274550.47;NA;271944.47;6216.96;469422.59
"Alto Alegre";1803;725;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";725;NA;303264.51;303264.51;NA;303629.96;7159.59;570280.07
"Alto Alegre";1663;669;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";669;NA;310775.69;310775.69;NA;316428.49;1297.79;772080.55
"Alto Alegre";1638;659;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";659;NA;331842.77;331842.77;NA;332727.47;NA;12139.56
"Alto Alegre";1613;649;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";649;NA;373059.93;373059.93;NA;380611.51;NA;NA
"Alvorada";162005;161885;1996;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";160000;29577;7506866.76;7113576.81;393289.95;7421477.22;201550.82;14801.43
"Alvorada";166982;166858;1997;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";167687;31;8676120;8142511;533609;8722612;11980169;NA
"Alvorada";171350;171223;1998;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";177313;31909;NA;7937501;587423;9489078;6253119;92449
"Alvorada";175574;175444;1999;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";175501;131842;NA;9951470.65;637373.15;9993655.62;8330807.82;NA
"Alvorada";183968;183365;2000;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";184666;33353;NA;10998076.5;807445.19;11205594.34;289710.45;2021.98
"Alvorada";188756;188137;2001;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";191885;NA;7618544.92;6852975;765569.92;12579095.3;1045486.59;NA
"Alvorada";192789;192157;2002;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";194479;33820;13932761.48;13034256.65;898504.83;14462199.76;198521.63;NA
"Alvorada";196882;196237;2003;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";198705;35265;16955674.05;15865771.61;1089902.44;16651246.62;72988.77;NA
"Alvorada";205476;204803;2004;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";201379;36195;18180754.93;17022705.27;1158049.66;19509091.73;13071.16;NA
"Alvorada";210233;209544;2005;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";203842;36330;20623130.46;19575026.46;1048104;21629500.88;3228909.71;7332.79
"Alvorada";214953;214248;2006;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";171302;31137;23899708.61;22596299.1;1303409.51;24879737.04;3837835.85;33294.44
"Alvorada";207142;206463;2007;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";173636;31760;27311591.27;25803927.56;1507663.71;28529095.87;458238.46;1572.88
"Alvorada";211276;210583;2008;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";176258;32698;31135496.56;29397317.61;1738178.95;32784859.57;430551.87;223537.85
"Alvorada";213894;213193;2009;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";177605;32792;34456696.24;32445077.67;2011618.57;NA;349965.36;27545600.82
"Alvorada";195673;195673;2010;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";179572;33456;37020932.66;34955030.06;2065902.6;39389318.42;1075732.49;25581469.6
"Alvorada";196572;196572;2011;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";196572;34397;41477849.96;39153676.37;2324173.59;42397540.37;2093579.96;6680030.21
"Alvorada";197441;197441;2012;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";187096;35719;46522385.57;43439840.04;3082545.53;47671559.86;1721376.13;5606152.62
"Alvorada";204750;204750;2013;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";191203;37084;49684951;46322613.03;3362337.97;50895553.69;NA;18347979.22
"Alvorada";205683;205683;2014;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";197599;38497;67688356.12;63946375.1;3741981.02;55949504.27;3884573.62;10665553.79
"Alvorada";206561;206561;2015;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";206561;39668;56939786.45;52105694.25;4834092.2;56618341.92;3595889.52;4172210.42
"Alvorada";207392;207392;2016;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";207392;47394;63257969.16;58943144.29;4314824.87;62963967.45;2354198.26;12816919.85
"Alvorada";208177;208177;2017;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";208177;48214;68561450.52;63737962.95;4823487.57;68690737.64;1094293.98;6739672.25
"Alvorada";209213;209213;2018;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";209213;48684;69081430.39;64037943.12;5043487.27;69944194.91;1268080.37;5911746.2
"Alvorada";210305;210305;2019;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";210305;53725;72187251.89;66571380.9;5615870.99;72654564.73;774168.2;1558245.76
"Alvorada";211352;211352;2020;"Companhia Rio-Grandense de Saneamento";"Agua e Esgoto";"Sociedade de economia mista com administracao publica";211352;69063;80530396.33;70797860.73;9732535.6;77307519.58;1838325.17;1270956.24
"Amaral Ferrador";4934;844;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Amaral Ferrador";5740;1131;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Amaral Ferrador";5719;1127;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Amaral Ferrador";5703;1124;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Amaral Ferrador";5685;1120;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Amaral Ferrador";5649;1113;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Amaral Ferrador";5629;1109;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Amaral Ferrador";5609;1105;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1530;NA;191011.13;191011.13;NA;203565.1;1989.22;NA
"Amaral Ferrador";6232;1408;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1566;NA;199686.01;199686.01;NA;204000.09;1413.07;NA
"Amaral Ferrador";6527;1475;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1605;NA;213928.47;213928.47;NA;218761.95;685.1;NA
"Amaral Ferrador";6602;1492;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1620;NA;225023.19;225023.19;NA;NA;NA;NA
"Amaral Ferrador";6353;1866;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1466;NA;273648.25;273648.25;NA;281774.46;NA;NA
"Amaral Ferrador";6401;1880;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1924;NA;303258.26;303258.26;NA;305105.28;NA;NA
"Amaral Ferrador";6446;1893;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1526;NA;333197.48;333197.48;NA;350886.03;NA;NA
"Amaral Ferrador";6693;1966;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1575;NA;353600.43;353600.43;NA;372553.58;NA;NA
"Amaral Ferrador";6737;1979;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1591;NA;407020.54;407020.54;NA;407961.76;NA;NA
"Amaral Ferrador";6778;1991;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1664;NA;441731.2;441731.2;NA;432655.79;125.15;NA
"Amaral Ferrador";6817;2002;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1670;NA;485017.27;485017.27;NA;492417.16;7101.04;NA
"Amaral Ferrador";6854;2013;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1675;NA;552417.15;552417.15;NA;575023.75;NA;NA
"Amaral Ferrador";6974;2048;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1759;NA;568104.94;568104.94;NA;585594;NA;NA
"Amaral Ferrador";7031;2065;2019;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1795;NA;607223.46;607223.46;NA;617191.24;114090.84;NA
"Amaral Ferrador";7085;2081;2020;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";1816;NA;641639.65;641639.65;NA;661813.55;13801.38;NA
"Ametista do Sul";7494;2645;1999;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ametista do Sul";7414;3195;2000;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ametista do Sul";7542;3250;2001;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ametista do Sul";7624;3285;2002;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ametista do Sul";7722;3328;2003;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ametista do Sul";7927;3416;2004;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ametista do Sul";8040;3465;2005;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";NA;NA;NA;NA;NA;NA;NA;NA
"Ametista do Sul";8152;3513;2006;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3949;NA;520914.87;520914.87;NA;533038.18;47055.7;17549.64
"Ametista do Sul";8058;3715;2007;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3962;NA;509903.13;509903.13;NA;498615.41;7059.56;NA
"Ametista do Sul";8440;3891;2008;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3833;NA;620285.71;620285.71;NA;637246.17;NA;NA
"Ametista do Sul";8538;3936;2009;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3729;NA;630057.76;630057.76;NA;NA;4758.82;NA
"Ametista do Sul";7323;3811;2010;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3544;NA;661727.18;661727.18;NA;745871.8;NA;NA
"Ametista do Sul";7317;3808;2011;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3911;NA;740384.21;740384.21;NA;808025.14;NA;NA
"Ametista do Sul";7310;3804;2012;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3955;NA;836491.78;836491.78;NA;873836.54;16821.09;NA
"Ametista do Sul";7560;3934;2013;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4177;NA;898481.55;898481.55;NA;948008.75;NA;NA
"Ametista do Sul";7565;3937;2014;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4228;NA;1015357.12;1015357.12;NA;1034700.5;NA;NA
"Ametista do Sul";7569;3939;2015;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";4328;NA;1082097.74;1082097.74;NA;1092354.48;4848.31;NA
"Ametista do Sul";7573;3941;2016;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3941;NA;1254641.97;1254641.97;NA;1264175.41;13334.88;NA
"Ametista do Sul";7576;3943;2017;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3943;NA;1446462.39;1446462.39;NA;1458880.77;36765.52;NA
"Ametista do Sul";7416;3859;2018;"Companhia Rio-Grandense de Saneamento";"Agua";"Sociedade de economia mista com administracao publica";3859;NA;1541515.47;1541515.47;NA;1575066.22;244848.09;NA
